file_name,bbox,image_id,race,age,emotion,gender,skintone,masked
50869636.jpg,"[665, 193, 189, 240]",522,Caucasian,20-30s,Happiness,Female,light,unmasked
50874128.jpg,"[707, 379, 153, 196]",523,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
50942352.jpg,"[299, 150, 501, 702]",524,Caucasian,20-30s,Anger,Female,light,unmasked
5103513.jpg,"[825, 200, 245, 274]",525,Mongoloid,20-30s,Neutral,Female,light,unmasked
5252437.jpg,"[822, 316, 239, 320]",526,Mongoloid,20-30s,Neutral,Female,light,unmasked
5263386.jpg,"[773, 454, 442, 689]",527,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
52664068.jpg,"[697, 207, 275, 351]",528,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
52688026.jpg,"[825, 380, 430, 610]",529,Negroid,20-30s,Neutral,Female,dark,unmasked
52739977.jpg,"[1137, 315, 352, 407]",530,Caucasian,20-30s,Neutral,Female,light,unmasked
52984813.jpg,"[623, 178, 356, 481]",531,Negroid,20-30s,Neutral,Male,mid-light,masked
5313556.jpg,"[327, 578, 629, 693]",532,Caucasian,20-30s,Sadness,Female,light,unmasked
53172274.jpg,"[515, 230, 238, 362]",533,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
53204253.jpg,"[627, 467, 123, 136]",534,Caucasian,20-30s,Neutral,Male,light,unmasked
53596429.jpg,"[981, 135, 199, 267]",535,Caucasian,20-30s,Anger,Male,light,unmasked
53733361.jpg,"[556, 170, 329, 443]",536,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
53781117.jpg,"[501, 263, 248, 386]",537,Caucasian,20-30s,Neutral,Female,dark,unmasked
53925358.jpg,"[1109, 436, 156, 214]",538,Negroid,20-30s,Anger,Female,mid-dark,unmasked
53940677.jpg,"[846, 139, 142, 156]",539,Mongoloid,20-30s,Neutral,Female,dark,unmasked
53995624.jpg,"[1077, 163, 254, 362]",540,Negroid,20-30s,Neutral,Female,light,unmasked
54154632.jpg,"[1326, 106, 283, 357]",541,Caucasian,20-30s,Neutral,Female,light,unmasked
54349407.jpg,"[1370, 78, 207, 293]",542,Caucasian,20-30s,Neutral,Female,dark,unmasked
54391360.jpg,"[684, 203, 221, 307]",543,Mongoloid,20-30s,Neutral,Female,dark,unmasked
54452795.jpg,"[860, 452, 326, 387]",544,Mongoloid,20-30s,Neutral,Male,mid-light,unmasked
54463155.jpg,"[956, 260, 309, 428]",545,Negroid,Kid,Surprise,Female,light,unmasked
54492018.jpg,"[953, 242, 168, 235]",546,Mongoloid,20-30s,Neutral,Female,light,unmasked
54525906.jpg,"[1293, 239, 210, 314]",547,Mongoloid,20-30s,Neutral,Female,light,unmasked
54526136.jpg,"[611, 589, 237, 324]",548,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
54529074.jpg,"[1095, 351, 177, 197]",549,Mongoloid,20-30s,Neutral,Female,light,unmasked
54583647.jpg,"[1124, 291, 339, 448]",550,Caucasian,20-30s,Neutral,Female,light,unmasked
54614957.jpg,"[819, 165, 381, 560]",551,Caucasian,20-30s,Anger,Female,mid-light,unmasked
54650192.jpg,"[604, 253, 379, 586]",552,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
54674400.jpg,"[1003, 170, 220, 269]",553,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
5468128.jpg,"[611, 390, 359, 407]",554,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
54690155.jpg,"[912, 250, 361, 435]",555,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
54748018.jpg,"[1264, 398, 395, 502]",556,Caucasian,20-30s,Neutral,Male,light,unmasked
54761772.jpg,"[936, 203, 135, 230]",557,Mongoloid,Kid,Neutral,Female,light,unmasked
54832023.jpg,"[873, 154, 330, 456]",558,Caucasian,20-30s,Neutral,Female,light,unmasked
54846073.jpg,"[1028, 195, 172, 227]",559,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
54886390.jpg,"[1454, 292, 179, 226]",560,Caucasian,20-30s,Neutral,Female,light,unmasked
54989577.jpg,"[1009, 221, 294, 362]",561,Caucasian,20-30s,Happiness,Male,light,unmasked
55017056.jpg,"[282, 412, 465, 524]",562,Caucasian,Teenager,Neutral,Female,light,unmasked
55019652.jpg,"[1025, 394, 239, 350]",563,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
5504995.jpg,"[560, 264, 289, 388]",564,Caucasian,20-30s,Neutral,Female,light,unmasked
5505006.jpg,"[779, 283, 319, 512]",565,Caucasian,20-30s,Anger,Female,light,unmasked
5507451.jpg,"[1341, 296, 285, 398]",566,Mongoloid,20-30s,Neutral,Female,light,unmasked
55183483.jpg,"[1245, 586, 389, 195]",567,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
55204926.jpg,"[1426, 379, 178, 254]",568,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
55205341.jpg,"[1184, 219, 329, 472]",569,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
55259741.jpg,"[837, 162, 405, 551]",570,Caucasian,Kid,Happiness,Male,light,masked
55260904.jpg,"[556, 520, 178, 233]",571,Mongoloid,20-30s,Neutral,Female,light,unmasked
55268913.jpg,"[596, 204, 297, 366]",572,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
55269833.jpg,"[731, 174, 250, 297]",573,Negroid,20-30s,Neutral,Female,dark,unmasked
55270471.jpg,"[772, 164, 287, 363]",574,Mongoloid,20-30s,Neutral,Male,mid-light,unmasked
55292521.jpg,"[931, 42, 169, 232]",575,Negroid,20-30s,Neutral,Female,dark,unmasked
55320967.jpg,"[735, 225, 212, 294]",576,Caucasian,20-30s,Anger,Female,light,unmasked
55329476.jpg,"[1094, 424, 260, 363]",577,Negroid,20-30s,Neutral,Female,mid-dark,unmasked
55431261.jpg,"[1087, 22, 204, 280]",578,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
55478920.jpg,"[568, 181, 555, 708]",579,Mongoloid,20-30s,Anger,Female,mid-dark,unmasked
55514463.jpg,"[816, 141, 331, 435]",580,Caucasian,20-30s,Anger,Female,light,unmasked
55705982.jpg,"[783, 258, 284, 363]",581,Caucasian,20-30s,Neutral,Female,light,unmasked
55765768.jpg,"[1271, 194, 229, 326]",582,Mongoloid,20-30s,Neutral,Female,light,unmasked
55781235.jpg,"[939, 312, 127, 180]",583,Mongoloid,20-30s,Neutral,Female,light,unmasked
55831848.jpg,"[1284, 99, 259, 349]",584,Mongoloid,20-30s,Neutral,Male,dark,unmasked
5590637.jpg,"[655, 428, 366, 463]",585,Mongoloid,20-30s,Anger,Female,light,unmasked
55994108.jpg,"[922, 223, 393, 486]",586,Caucasian,20-30s,Neutral,Female,dark,unmasked
56212495.jpg,"[542, 118, 215, 290]",587,Caucasian,20-30s,Anger,Female,light,unmasked
56225039.jpg,"[530, 543, 161, 196]",588,Mongoloid,20-30s,Neutral,Male,light,unmasked
56386887.jpg,"[681, 280, 513, 758]",589,Mongoloid,20-30s,Neutral,Female,light,unmasked
5647295.jpg,"[397, 266, 247, 318]",590,Mongoloid,20-30s,Neutral,Female,light,unmasked
56525974.jpg,"[588, 848, 193, 217]",591,Caucasian,Teenager,Anger,Female,light,unmasked
56679127.jpg,"[941, 95, 170, 221]",592,Negroid,20-30s,Anger,Female,dark,unmasked
56701303.jpg,"[247, 328, 755, 1064]",593,Caucasian,20-30s,Neutral,Male,light,unmasked
56762556.jpg,"[422, 516, 726, 972]",594,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
56798297.jpg,"[1491, 316, 292, 457]",595,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
56980594.jpg,"[668, 245, 429, 609]",596,Mongoloid,20-30s,Sadness,Female,mid-light,unmasked
57010026.jpg,"[594, 770, 219, 278]",597,Caucasian,20-30s,Anger,Male,light,unmasked
57063731.jpg,"[793, 203, 191, 263]",598,Negroid,20-30s,Anger,Female,light,unmasked
57072035.jpg,"[782, 420, 249, 322]",599,Mongoloid,20-30s,Anger,Female,light,unmasked
57133735.jpg,"[688, 252, 371, 603]",600,Caucasian,20-30s,Neutral,Female,light,unmasked
57197605.jpg,"[765, 506, 355, 352]",601,Caucasian,20-30s,Neutral,Male,light,unmasked
57222469.jpg,"[1180, 277, 249, 289]",602,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
57222471.jpg,"[1309, 221, 205, 262]",603,Caucasian,20-30s,Neutral,Female,light,unmasked
57233190.jpg,"[1075, 173, 153, 212]",604,Mongoloid,20-30s,Neutral,Female,light,unmasked
57261100.jpg,"[1127, 116, 174, 241]",605,Caucasian,20-30s,Happiness,Male,light,unmasked
57273828.jpg,"[1308, 216, 201, 294]",606,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
57284640.jpg,"[1414, 72, 383, 524]",607,Caucasian,20-30s,Happiness,Female,light,unmasked
57386401.jpg,"[526, 187, 307, 363]",608,Caucasian,20-30s,Neutral,Female,dark,unmasked
5754610.jpg,"[717, 262, 261, 393]",609,Mongoloid,20-30s,Neutral,Female,light,unmasked
57591986.jpg,"[386, 162, 291, 308]",610,Caucasian,Teenager,Neutral,Female,light,unmasked
57630830.jpg,"[699, 448, 157, 196]",611,Caucasian,20-30s,Neutral,Female,light,unmasked
57672786.jpg,"[848, 112, 319, 462]",612,Mongoloid,20-30s,Neutral,Female,light,unmasked
57751730.jpg,"[666, 233, 272, 395]",613,Caucasian,20-30s,Surprise,Female,light,unmasked
57758361.jpg,"[1159, 291, 165, 198]",614,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
57992499.jpg,"[912, 248, 172, 225]",615,Caucasian,20-30s,Neutral,Female,light,unmasked
58037775.jpg,"[1105, 264, 306, 393]",616,Caucasian,20-30s,Neutral,Female,light,unmasked
58098891.jpg,"[400, 490, 554, 701]",617,Mongoloid,20-30s,Anger,Male,mid-light,unmasked
58221337.jpg,"[462, 394, 141, 155]",618,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
58231530.jpg,"[1174, 391, 184, 242]",619,Negroid,20-30s,Neutral,Male,dark,unmasked
5824634.jpg,"[856, 358, 417, 519]",620,Caucasian,20-30s,Anger,Male,light,unmasked
58247939.jpg,"[721, 381, 194, 277]",621,Caucasian,20-30s,Neutral,Female,light,unmasked
58269371.jpg,"[369, 326, 223, 276]",622,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
58411871.jpg,"[1108, 443, 208, 301]",623,Caucasian,20-30s,Anger,Male,mid-dark,unmasked
58557908.jpg,"[937, 218, 149, 194]",624,Caucasian,20-30s,Neutral,Male,light,unmasked
58586397.jpg,"[553, 593, 157, 198]",625,Caucasian,20-30s,Neutral,Male,light,unmasked
58627714.jpg,"[1148, 354, 260, 343]",626,Negroid,20-30s,Neutral,Female,mid-dark,unmasked
58627926.jpg,"[1009, 357, 271, 357]",627,Caucasian,20-30s,Neutral,Female,light,unmasked
58671815.jpg,"[799, 343, 212, 302]",628,Negroid,20-30s,Happiness,Female,dark,unmasked
58680019.jpg,"[464, 645, 211, 247]",629,Caucasian,20-30s,Anger,Male,light,unmasked
58743602.jpg,"[830, 248, 283, 377]",630,Negroid,20-30s,Neutral,Female,dark,unmasked
58743623.jpg,"[755, 198, 329, 436]",631,Negroid,20-30s,Surprise,Female,dark,unmasked
58760383.jpg,"[620, 333, 198, 274]",632,Caucasian,20-30s,Neutral,Female,light,unmasked
58914288.jpg,"[906, 94, 296, 389]",633,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
58922038.jpg,"[329, 365, 295, 389]",634,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
58985531.jpg,"[493, 405, 299, 471]",635,Caucasian,20-30s,Neutral,Female,light,unmasked
59037035.jpg,"[724, 497, 140, 158]",636,Mongoloid,Senior,Neutral,Female,mid-dark,unmasked
59038665.jpg,"[411, 642, 209, 251]",637,Caucasian,20-30s,Anger,Female,light,unmasked
59133809.jpg,"[1035, 569, 259, 313]",638,Negroid,20-30s,Surprise,Female,light,unmasked
59133991.jpg,"[770, 417, 358, 490]",639,Caucasian,20-30s,Anger,Female,light,unmasked
59135194.jpg,"[630, 110, 232, 318]",640,Negroid,20-30s,Anger,Female,mid-dark,unmasked
59185528.jpg,"[531, 432, 271, 326]",641,Caucasian,20-30s,Neutral,Female,light,unmasked
59215681.jpg,"[226, 973, 334, 407]",642,Caucasian,20-30s,Surprise,Female,dark,unmasked
59309272.jpg,"[1280, 123, 161, 222]",643,Mongoloid,20-30s,Neutral,Female,dark,unmasked
59443422.jpg,"[975, 115, 184, 283]",644,Negroid,20-30s,Neutral,Female,dark,unmasked
59459563.jpg,"[907, 212, 219, 287]",645,Mongoloid,20-30s,Happiness,Male,dark,unmasked
59560212.jpg,"[406, 103, 350, 558]",646,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
59562061.jpg,"[542, 700, 287, 300]",647,Caucasian,20-30s,Neutral,Female,dark,unmasked
59566173.jpg,"[1356, 365, 146, 198]",648,Caucasian,20-30s,Neutral,Female,light,unmasked
59587292.jpg,"[1330, 168, 192, 323]",649,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
59592946.jpg,"[821, 204, 155, 293]",650,Mongoloid,20-30s,Surprise,Female,mid-light,unmasked
59593077.jpg,"[512, 231, 330, 423]",651,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
59624944.jpg,"[688, 414, 434, 481]",652,Caucasian,20-30s,Happiness,Male,mid-light,unmasked
59653107.jpg,"[773, 429, 375, 497]",653,Negroid,20-30s,Happiness,Female,mid-light,unmasked
59712895.jpg,"[1401, 0, 221, 254]",654,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
59712972.jpg,"[703, 0, 452, 493]",655,Caucasian,20-30s,Neutral,Female,light,unmasked
5972030.jpg,"[537, 423, 351, 516]",656,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
59763876.jpg,"[551, 93, 374, 582]",657,Mongoloid,20-30s,Sadness,Female,mid-dark,unmasked
5991445.jpg,"[1137, 340, 393, 424]",658,Caucasian,20-30s,Happiness,Female,light,unmasked
59996886.jpg,"[592, 351, 305, 364]",659,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
60025272.jpg,"[1054, 363, 304, 350]",660,Mongoloid,20-30s,Neutral,Female,light,unmasked
60036875.jpg,"[598, 291, 201, 238]",661,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
60066044.jpg,"[1029, 130, 267, 350]",662,Caucasian,20-30s,Neutral,Female,light,unmasked
60070140.jpg,"[1418, 194, 195, 278]",663,Mongoloid,20-30s,Neutral,Female,dark,unmasked
60124546.jpg,"[370, 567, 354, 435]",664,Negroid,20-30s,Neutral,Female,light,unmasked
60143433.jpg,"[460, 838, 304, 345]",665,Negroid,Senior,Neutral,Female,mid-dark,unmasked
60157938.jpg,"[862, 113, 271, 363]",666,Caucasian,20-30s,Anger,Male,mid-light,unmasked
60178055.jpg,"[474, 795, 241, 358]",667,Caucasian,20-30s,Neutral,Female,light,unmasked
60186580.jpg,"[659, 300, 201, 296]",668,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
60188584.jpg,"[997, 99, 283, 397]",669,Caucasian,Kid,Neutral,Female,light,unmasked
60223989.jpg,"[868, 193, 192, 233]",670,Mongoloid,20-30s,Neutral,Male,light,unmasked
60232804.jpg,"[1016, 303, 115, 151]",671,Mongoloid,20-30s,Neutral,Female,dark,unmasked
6024641.jpg,"[1185, 211, 303, 398]",672,Caucasian,20-30s,Neutral,Male,light,unmasked
60283780.jpg,"[559, 233, 351, 462]",673,Caucasian,20-30s,Neutral,Female,light,unmasked
60290628.jpg,"[400, 107, 229, 309]",674,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
60313342.jpg,"[411, 677, 187, 235]",675,Caucasian,20-30s,Anger,Female,mid-light,unmasked
60313410.jpg,"[603, 908, 146, 188]",676,Caucasian,20-30s,Anger,Female,mid-light,unmasked
60325749.jpg,"[1229, 118, 216, 332]",677,Caucasian,Teenager,Neutral,Female,light,unmasked
60416887.jpg,"[821, 1004, 138, 163]",678,Mongoloid,Senior,Neutral,Male,mid-light,unmasked
60443367.jpg,"[1124, 341, 185, 233]",679,Caucasian,20-30s,Fear,Female,mid-dark,unmasked
60467262.jpg,"[1334, 112, 168, 162]",680,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
60480133.jpg,"[480, 264, 390, 466]",681,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
60494444.jpg,"[448, 346, 358, 442]",682,Caucasian,20-30s,Neutral,Male,light,unmasked
60496201.jpg,"[454, 688, 178, 253]",683,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
60510222.jpg,"[970, 241, 382, 546]",684,Mongoloid,20-30s,Neutral,Female,light,unmasked
60558314.jpg,"[1653, 156, 112, 160]",685,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
6067762.jpg,"[1171, 355, 327, 389]",686,Caucasian,20-30s,Neutral,Male,light,unmasked
60720595.jpg,"[1035, 52, 388, 562]",687,Caucasian,Kid,Neutral,Female,light,unmasked
60747886.jpg,"[1103, 379, 393, 429]",688,Caucasian,20-30s,Neutral,Female,light,unmasked
60792341.jpg,"[696, 355, 222, 309]",689,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
60792482.jpg,"[977, 421, 365, 444]",690,Negroid,20-30s,Anger,Female,mid-light,unmasked
60936842.jpg,"[698, 299, 308, 396]",691,Mongoloid,20-30s,Neutral,Female,light,unmasked
60939100.jpg,"[956, 585, 216, 279]",692,Caucasian,20-30s,Neutral,Female,light,unmasked
60940400.jpg,"[491, 111, 212, 259]",693,Negroid,20-30s,Surprise,Female,light,unmasked
60984713.jpg,"[695, 378, 146, 192]",694,Negroid,20-30s,Neutral,Female,dark,unmasked
60987893.jpg,"[920, 232, 128, 157]",695,Caucasian,40-50s,Neutral,Male,mid-light,unmasked
60990351.jpg,"[1069, 298, 232, 303]",696,Caucasian,20-30s,Neutral,Female,light,unmasked
61029478.jpg,"[693, 390, 190, 252]",697,Mongoloid,Senior,Neutral,Female,mid-dark,unmasked
61053055.jpg,"[442, 34, 553, 864]",698,Negroid,20-30s,Fear,Female,mid-light,unmasked
61053744.jpg,"[1117, 103, 238, 341]",699,Mongoloid,20-30s,Anger,Female,dark,unmasked
61053749.jpg,"[1080, 43, 242, 376]",700,Caucasian,Teenager,Anger,Female,mid-light,unmasked
61053750.jpg,"[1146, 61, 234, 349]",701,Mongoloid,20-30s,Surprise,Female,light,unmasked
61130125.jpg,"[970, 161, 228, 309]",702,Mongoloid,20-30s,Neutral,Female,dark,unmasked
61137851.jpg,"[1270, 178, 227, 310]",703,Mongoloid,20-30s,Neutral,Male,light,unmasked
61137941.jpg,"[1338, 162, 186, 258]",704,Mongoloid,20-30s,Anger,Female,light,unmasked
61138409.jpg,"[1166, 305, 309, 370]",705,Mongoloid,20-30s,Neutral,Male,mid-light,unmasked
61227872.jpg,"[859, 223, 258, 371]",706,Caucasian,20-30s,Anger,Female,light,unmasked
61279293.jpg,"[425, 132, 530, 682]",707,Negroid,Teenager,Anger,Male,mid-light,unmasked
61296471.jpg,"[693, 282, 248, 406]",708,Caucasian,20-30s,Neutral,Female,dark,unmasked
61311284.jpg,"[924, 179, 301, 411]",709,Caucasian,20-30s,Surprise,Male,mid-light,unmasked
61402161.jpg,"[818, 124, 176, 239]",710,Mongoloid,20-30s,Neutral,Female,light,unmasked
61431076.jpg,"[491, 404, 344, 430]",711,Mongoloid,20-30s,Neutral,Female,light,unmasked
61518554.jpg,"[511, 383, 322, 424]",712,Caucasian,20-30s,Neutral,Female,light,unmasked
61535025.jpg,"[444, 213, 323, 432]",713,Caucasian,20-30s,Neutral,Male,light,unmasked
61550724.jpg,"[669, 171, 275, 374]",714,Mongoloid,20-30s,Neutral,Female,dark,unmasked
61565007.jpg,"[892, 156, 189, 305]",715,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
61593122.jpg,"[514, 200, 232, 351]",716,Mongoloid,20-30s,Anger,Female,light,unmasked
61593991.jpg,"[791, 269, 475, 654]",717,Mongoloid,20-30s,Neutral,Female,dark,unmasked
61636005.jpg,"[988, 149, 195, 238]",718,Caucasian,20-30s,Neutral,Female,light,unmasked
61659562.jpg,"[917, 297, 255, 295]",719,Mongoloid,20-30s,Neutral,Female,light,unmasked
61676586.jpg,"[1010, 120, 447, 532]",720,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
61703002.jpg,"[824, 551, 302, 403]",721,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
61707291.jpg,"[764, 258, 389, 500]",722,Negroid,20-30s,Neutral,Male,dark,unmasked
61766961.jpg,"[908, 81, 286, 361]",723,Caucasian,20-30s,Neutral,Female,light,unmasked
61802833.jpg,"[1164, 445, 236, 293]",724,Caucasian,20-30s,Anger,Female,light,unmasked
61803067.jpg,"[956, 434, 202, 260]",725,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
61814373.jpg,"[885, 107, 206, 293]",726,Mongoloid,20-30s,Neutral,Female,dark,unmasked
61870654.jpg,"[765, 337, 436, 419]",727,Caucasian,20-30s,Neutral,Female,light,unmasked
61870760.jpg,"[1029, 0, 493, 521]",728,Caucasian,20-30s,Neutral,Female,light,unmasked
61891976.jpg,"[541, 390, 716, 909]",729,Mongoloid,20-30s,Neutral,Female,light,unmasked
61975498.jpg,"[807, 140, 290, 401]",730,Caucasian,20-30s,Neutral,Female,light,unmasked
61987790.jpg,"[661, 651, 307, 421]",731,Caucasian,20-30s,Anger,Female,mid-light,unmasked
62017426.jpg,"[799, 339, 125, 146]",732,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
62018142.jpg,"[1191, 454, 177, 204]",733,Caucasian,20-30s,Neutral,Female,dark,unmasked
62027623.jpg,"[824, 261, 544, 723]",734,Mongoloid,20-30s,Anger,Female,light,unmasked
62034541.jpg,"[1251, 261, 259, 310]",735,Mongoloid,20-30s,Happiness,Female,light,unmasked
62036666.jpg,"[783, 351, 396, 449]",736,Caucasian,20-30s,Anger,Female,light,unmasked
62059791.jpg,"[657, 461, 345, 386]",737,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
62131676.jpg,"[951, 282, 282, 391]",738,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
62144508.jpg,"[520, 515, 107, 189]",739,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
62179058.jpg,"[862, 411, 220, 294]",740,Caucasian,20-30s,Neutral,Female,dark,unmasked
62204550.jpg,"[834, 457, 346, 455]",741,Caucasian,20-30s,Neutral,Female,dark,unmasked
62227245.jpg,"[626, 357, 325, 386]",742,Negroid,20-30s,Happiness,Male,dark,unmasked
62257139.jpg,"[1019, 273, 346, 526]",743,Caucasian,20-30s,Anger,Female,light,unmasked
62289822.jpg,"[891, 111, 770, 1003]",744,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
62338587.jpg,"[321, 418, 531, 756]",745,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
62355771.jpg,"[985, 175, 266, 388]",746,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
62411241.jpg,"[998, 359, 351, 490]",747,Mongoloid,20-30s,Anger,Female,dark,unmasked
62411294.jpg,"[948, 151, 544, 792]",748,Negroid,20-30s,Neutral,Female,dark,unmasked
62424654.jpg,"[1095, 378, 222, 279]",749,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
62424711.jpg,"[560, 343, 205, 293]",750,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
62424947.jpg,"[1040, 266, 240, 322]",751,Negroid,20-30s,Neutral,Male,dark,unmasked
62433113.jpg,"[1158, 183, 210, 265]",752,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
62434613.jpg,"[1258, 168, 193, 289]",753,Mongoloid,20-30s,Neutral,Female,light,unmasked
62436131.jpg,"[913, 17, 380, 547]",754,Mongoloid,20-30s,Neutral,Female,light,unmasked
62454648.jpg,"[1021, 348, 258, 368]",755,Mongoloid,20-30s,Neutral,Female,light,unmasked
62474686.jpg,"[1324, 321, 219, 333]",756,Mongoloid,20-30s,Neutral,Female,mid-dark,unmasked
62559125.jpg,"[555, 208, 182, 253]",757,Caucasian,Kid,Neutral,Male,light,unmasked
62569446.jpg,"[504, 143, 262, 341]",758,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
62636004.jpg,"[951, 280, 328, 443]",759,Negroid,20-30s,Neutral,Female,dark,unmasked
62650037.jpg,"[1036, 186, 251, 340]",760,Mongoloid,20-30s,Neutral,Male,light,unmasked
62650936.jpg,"[846, 77, 204, 288]",761,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
62655649.jpg,"[753, 276, 222, 284]",762,Negroid,20-30s,Neutral,Female,dark,unmasked
62697535.jpg,"[813, 437, 380, 446]",763,Mongoloid,20-30s,Neutral,Female,dark,unmasked
62759750.jpg,"[773, 561, 282, 286]",764,Mongoloid,20-30s,Neutral,Male,light,unmasked
62799045.jpg,"[758, 366, 193, 279]",765,Mongoloid,20-30s,Neutral,Female,dark,unmasked
62800107.jpg,"[829, 447, 334, 405]",766,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
62801977.jpg,"[1339, 266, 211, 214]",767,Caucasian,20-30s,Neutral,Male,mid-light,masked
62831541.jpg,"[627, 333, 321, 440]",768,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
62849221.jpg,"[1030, 61, 233, 316]",769,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
62866263.jpg,"[834, 31, 267, 461]",770,Negroid,20-30s,Happiness,Female,mid-dark,unmasked
62885600.jpg,"[901, 44, 272, 324]",771,Mongoloid,20-30s,Neutral,Female,dark,unmasked
62934960.jpg,"[926, 381, 258, 308]",772,Caucasian,20-30s,Anger,Male,mid-light,unmasked
63109079.jpg,"[1116, 183, 313, 370]",773,Mongoloid,20-30s,Anger,Female,light,masked
63110879.jpg,"[986, 464, 370, 424]",774,Negroid,20-30s,Neutral,Male,mid-light,unmasked
63138467.jpg,"[1000, 180, 381, 518]",775,Mongoloid,20-30s,Neutral,Male,mid-light,unmasked
63181912.jpg,"[538, 415, 403, 520]",776,Caucasian,20-30s,Neutral,Male,light,unmasked
63193024.jpg,"[1135, 62, 176, 304]",777,Mongoloid,20-30s,Neutral,Female,light,unmasked
63194358.jpg,"[484, 956, 332, 500]",778,Caucasian,20-30s,Happiness,Female,light,unmasked
63302167.jpg,"[690, 295, 435, 579]",779,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
63342354.jpg,"[1060, 213, 146, 184]",780,Caucasian,20-30s,Neutral,Male,light,unmasked
63353926.jpg,"[684, 442, 118, 169]",781,Mongoloid,20-30s,Surprise,Female,light,unmasked
63356701.jpg,"[705, 160, 187, 249]",782,Caucasian,20-30s,Neutral,Female,light,unmasked
63362867.jpg,"[637, 270, 322, 438]",783,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
63373760.jpg,"[695, 608, 201, 264]",784,Caucasian,20-30s,Neutral,Female,light,unmasked
63411175.jpg,"[345, 518, 273, 263]",785,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
63460474.jpg,"[1198, 176, 303, 425]",786,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
63460857.jpg,"[1187, 185, 256, 370]",787,Mongoloid,20-30s,Neutral,Female,light,unmasked
63483610.jpg,"[849, 340, 263, 365]",788,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
63543945.jpg,"[811, 198, 357, 499]",789,Caucasian,20-30s,Anger,Female,dark,unmasked
63566018.jpg,"[769, 553, 508, 594]",790,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
63572586.jpg,"[1259, 265, 278, 335]",791,Mongoloid,20-30s,Neutral,Female,light,unmasked
