file_name,age,race,masked,skintone,emotion,gender,split
28330015.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,-0.9382377324343649
2842722.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.1636564797684055
28447840.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,-0.7500759599782717
28467176.jpg,Senior,Mongoloid,unmasked,mid-dark,Happiness,Male,-0.38152407933771626
28486539.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.3887888383621482
2851571.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.34954568733524555
2861911.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.2126386203917994
28645762.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,-1.1262636232722383
2869366.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.6993296346776638
2873683.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.5291967554343213
28759007.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Male,0.5446768326497956
2876926.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.9480787963403832
2882168.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,1.1113750057459655
2882628.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.5892528461189972
2884269.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.710138577903756
2885750.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.08308430435711937
28865890.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.9140537611429485
2887074.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.0011375894215531817
28901701.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,0.3446303726362717
28941108.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.9655263953815487
2901544.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.1058327414634557
2902249.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.20863321650570793
29030874.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.588207817324999
2903153.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.048307371956336324
2903468.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.7075909864139578
2906688.jpg,Baby,Mongoloid,unmasked,light,Happiness,Female,-1.1133618662353655
2910268.jpg,20-30s,Mongoloid,masked,light,Sadness,Female,-1.0925955300503347
2913321.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.23541657977032343
29155598.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.8196694801583263
29178581.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,1.088471303983988
2926635.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.4452753688399151
2927792.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.7660605377958377
2928455.jpg,20-30s,Mongoloid,masked,light,Happiness,Female,0.5301263403572416
2929692.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,0.4618222714646914
29361495.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.7220106972402948
2939100.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.09578092556139273
29407882.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,1.9960081884304601
29446751.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Male,-0.7701076320078056
29475111.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Male,0.10573911677265649
2949488.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.7818944190896248
29500232.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,0.39176967739105883
29500233.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,-0.9293309263693099
29500235.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,1.800255100529744
2963354.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,0.8580158719078916
2963356.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,-1.2623570741340722
29649659.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Male,-2.3949369826737206
29667563.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1.9525131531510225
29667615.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1.2754923795199868
29667627.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-1.3341455654553356
29667835.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.9902790283880668
2968104.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,-0.5081031821662185
29703366.jpg,20-30s,Mongoloid,masked,light,Neutral,Male,1.6456883661366972
29747095.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0.5366755502627995
2975997.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,-0.050098757137722445
2976008.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,-1.3932958987519253
2978591.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,-0.0516035319118274
2978604.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,1.1436502632298633
2978621.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,0.06155937465951889
2978872.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,-0.2848892408233426
2978874.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,-2.073957135003156
2978892.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,-0.47388472327279835
2983478.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Male,0.8096805868012295
2983950.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Male,0.20216162749027997
2984242.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,-0.5877410345450164
29858588.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.27521911476316585
29907367.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Female,0.796926040762734
2992314.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.9147422355455024
29936187.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,0.20633183261005422
2994547.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.5870600383214528
29949341.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,2.0711592747488603
2995593.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.8119773997884489
30001583.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.22901806125026647
30011378.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-2.1400016717866843
30087060.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,-0.8441937753342762
30106525.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,-0.7002422522906606
3011240.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.941322789675586
3012369.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,1.2255985636342148
30126743.jpg,Senior,Mongoloid,unmasked,mid-light,Neutral,Female,-0.45606991757652404
3014333.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.2135861331207805
30204760.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,-0.3193527428326357
30205217.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,-0.2094767348673547
30225620.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.5422740859042054
3022883.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.14756221122879828
30232672.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,-0.24598284409618268
30235900.jpg,20-30s,Mongoloid,masked,light,Anger,Male,0.4258561436161889
3024987.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,-0.35151632181752945
3026440.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.48068693018618874
30283100.jpg,Senior,Mongoloid,unmasked,light,Neutral,Female,0.05078898268371386
30297829.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female,-0.47417075364548666
3032601.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.13462822001569227
30326592.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.014049220359349683
3034759.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.9555513457993869
30362855.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.3439982558842742
30398110.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.9829140094211559
30399094.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.43926855524253383
30429293.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,1.54882560633898
30489945.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,1.1772602592607921
30489945_2.jpg,Kid,Mongoloid,unmasked,mid-light,Anger,Male,1.5210159196177429
3049503.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-0.2764104005821912
30505244.jpg,Teenager,Mongoloid,unmasked,mid-light,Happiness,Female,0.593920332609009
30657377.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.280442242528895
3077189.jpg,Baby,Mongoloid,unmasked,light,Neutral,Female,-1.7191030734906712
3084501.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,1.1681532694665495
3089933.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,0.5798650572560954
3113731.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.08350767604702021
3114053.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.9254527221465995
3115849.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,1.3643218349589838
3119878.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,0.8072896716822896
31216414.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,1.0821323950453383
31219566.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,-1.7950373128685246
31246836.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.28196550833290507
31274240.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.24952102190673256
31321371.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,-0.2191283273764059
31325716.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.9394755912413097
31372955.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.5425438609051741
31446641.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.47586217940715714
31535311.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-1.7871558926434852
31545950.jpg,Teenager,Mongoloid,unmasked,mid-light,Happiness,Female,-0.4461835796969033
31589215.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.6584129962064904
3163929.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.2604491889439597
31672405.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.1624123190719644
31726661.jpg,Teenager,Mongoloid,unmasked,mid-light,Happiness,Female,-0.4904453408485742
31737349.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,-0.7932994253569776
31828449.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2.5084671727052044
3183245.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.9544599185109975
31889330.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0.051359055399842125
31918601.jpg,40-50s,Mongoloid,unmasked,light,Anger,Male,0.7113494070005439
3191991.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-1.2712564397138677
31949924.jpg,Senior,Mongoloid,unmasked,mid-light,Neutral,Male,-0.3011043865419711
3197374.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.18598706902577425
3197673.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,-0.4875753700459956
3200535.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.9512736873365408
32014241.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0.2619440997124815
32039027.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Male,-0.3912729970279169
32043553.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,2.4497732143390936
32074052.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,-1.2806593978800371
3210076.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-0.7862838320481111
3219606.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.21484861190211965
3219739.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,1.3641108069483585
3220005.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.7489170978530048
3220014.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-0.09544248959019651
32240832.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.04483892358884883
32244199.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.6547799967459044
32249378.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,-1.6366688300041123
32251393.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.3432256358442813
32291766.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Male,-1.9670638739547375
32316998.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,0.552548690908656
32349450.jpg,Senior,Mongoloid,unmasked,light,Neutral,Female,1.4454105214982018
3235987.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.390122835891222
3236000.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.341539433318356
32403475.jpg,Kid,Mongoloid,unmasked,mid-light,Happiness,Female,1.858479269981621
3240567.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.5431394258760446
3249523.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.5848173421664937
32520746.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,2.0497190741315605
3258529.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.506534796722013
3258803.jpg,Senior,Mongoloid,unmasked,mid-light,Happiness,Male,2.3352557316863685
32655822.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,-0.46695740543538544
32663782.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Male,0.4914066618075699
32730786.jpg,20-30s,Mongoloid,unmasked,light,Anger,Male,-0.5577527365799708
3276447.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female,-0.8166643744102484
32805742.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,1.5840057170172144
3280673.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.16641777619301054
32815279.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,-1.0629556151777522
32817307.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Female,0.6804346736055169
32817937.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-1.6991444343551185
32819400.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.39971861609648307
3292089.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.4903948347127285
32964375.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.43984449175506135
3302064.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-0.3714246412953583
33120883.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.40411057385348415
3323056.jpg,Kid,Mongoloid,unmasked,light,Happiness,Female,1.5623330758740255
33254651.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.6696715195433378
3327131.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.7942511281276238
33271745.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female,0.8185351647998483
3334174.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.5230383548698533
3339963.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.7480610545344506
33404062.jpg,20-30s,Mongoloid,unmasked,light,Anger,Female,-0.8049392080877217
3340811.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,1.4572256387151303
33519677.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,1.7195826153815046
33634030.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,1.8529673468155912
33640908.jpg,Kid,Mongoloid,unmasked,light,Neutral,Male,1.8474191861965787
33689676.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.7963794226012285
3370322.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.3461889162602719
3371286.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.7620356973223051
3371301.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2.2274667408178823
3381467.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-3.1728761344335354
3383002.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.36132036277604795
3392133.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female,-0.45199590335790285
33949756.jpg,40-50s,Mongoloid,unmasked,mid-dark,Neutral,Male,-0.13572052835485438
3401511.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.7514981868317022
34059657.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.2248765431400333
34060419.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.8194327748153505
3410523.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female,1.2835444332368335
3419339.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.9911798879647937
34206981.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Male,0.38379346456507146
34207173.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male,0.043063907446326107
34209885.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,0.0012137597412745656
34251052.jpg,Senior,Mongoloid,unmasked,mid-light,Neutral,Male,-0.7207925227041497
34320956.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.5949756898696463
34324906.jpg,Senior,Mongoloid,unmasked,mid-dark,Happiness,Male,0.7136000754203181
34340261.jpg,Senior,Mongoloid,unmasked,mid-light,Sadness,Male,-0.5068971327421902
34341826.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.09246648846317641
3434652.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.625116303696485
3434815.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.7981068174737054
3435462.jpg,Teenager,Mongoloid,unmasked,mid-light,Happiness,Female,1.1675151411899705
3437655.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.37701462731901975
34433039.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-1.25375960835063
34452159.jpg,Teenager,Mongoloid,unmasked,mid-light,Happiness,Female,0.31687362157239046
3453344.jpg,Teenager,Mongoloid,unmasked,mid-light,Neutral,Female,1.7012735646573949
34561193.jpg,Senior,Mongoloid,unmasked,mid-light,Happiness,Female,-0.5482644881892009
34561194.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.9971511106004477
34586381.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Male,0.894074231250255
34592134.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.1985936971982652
3463899.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.2182057949861374
3464075.jpg,Kid,Mongoloid,unmasked,light,Neutral,Female,0.3631694423792534
34699450.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.20756357015748356
3473033.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.4373950645282822
3485389.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.21138191404643017
34886006.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2.17825501840103
34904272.jpg,20-30s,Mongoloid,unmasked,mid-dark,Neutral,Male,-1.0851120723002567
3490486.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-2.9594187726278043
34940324.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,0.9809710527602438
34968649.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,0.6306348038063188
35003503.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.09459002027061127
35004291.jpg,Senior,Mongoloid,unmasked,mid-light,Happiness,Male,-1.831412550606564
35009045.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.4090943539480531
35055181.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,-1.1077409653401982
35128609.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,-1.7651053384026325
35129050.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Male,-0.4466771094484278
35136656.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.21715243159238676
35143117.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.008568467368482909
35170079.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.3881698410949012
35170422.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.3397141617509454
35226685.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,-0.028216889054860042
35255733.jpg,20-30s,Mongoloid,unmasked,light,Sadness,Female,-0.10339446088063603
35280323.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,-0.7060981752416028
3528553.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,1.5004748853354155
35372184.jpg,20-30s,Mongoloid,unmasked,mid-dark,Neutral,Male,-0.5261895498001652
3539585.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.4358406220742772
35441928.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0.38192034256068735
35453523.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,0.8871317370758061
35453677.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,0.26140458943106876
35615709.jpg,Senior,Mongoloid,unmasked,light,Happiness,Male,0.3871273191796621
35672711.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0.40024471011342516
3567614.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.22951017600642673
35719935.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.3861864988182025
35823381.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.1620004321126688
35828219.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-1.2431740958591448
3582890.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-2.0654646153619063
3583522.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.47146746543036616
358609.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.118722072913856
3590448.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.14681800634427686
35915272.jpg,20-30s,Mongoloid,masked,light,Sadness,Female,0.21943684352390255
3591977.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female,3.0738464794098483
359305.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-0.021437372884769622
359651.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.1642793806739773
36007477.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-1.0725677081499454
360161.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.8303341261100275
360481.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2.2317220629558743
36068482.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,-1.0843485751634154
36118260.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.7007153611648466
36151174.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.010091889639668918
36153757.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,-0.6442070539793822
3616097.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.13128501285789404
36170927.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.1595489930902397
36171309.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-1.0217697870647584
36220021.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.2534133195967481
3627659.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.058837173098329906
3627967.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.9273069194079826
36281745.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,-1.2607122619878786
36305182.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Female,0.8442703872719474
36370726.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,1.4326279329543803
36435392.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,-1.1251165454244736
36494391.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,-0.7415471075712291
36548575.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0.2951689706796984
36554211.jpg,40-50s,Mongoloid,masked,mid-light,Anger,Male,-1.7828331371628137
36617896.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.6167223929564324
3670533.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.38262391793271117
36813392.jpg,Teenager,Mongoloid,unmasked,mid-light,Neutral,Female,0.8114392852818789
3682362.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,-0.6550560446042663
36860318.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-1.0636406499125572
3692781.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.9035702290346529
37017374.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,0.2848851957976448
37044617.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1.440446861926514
3707337.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,1.187847591451889
3707431.jpg,20-30s,Mongoloid,masked,light,Disgust,Male,-1.2955544052570416
37115121.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.18715548340872198
37137931.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male,0.5919139656235839
37159036.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.8850701136323049
37177512.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.38825918776927226
37218507.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,-0.7060216562821128
37225256.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,0.06208261970159153
37241574.jpg,20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female,-0.17018013944518162
37256045.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1.1884743342877406
37257220.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male,1.2010545045485088
37266842.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male,0.9529278380460828
3738058.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-1.3047445400485487
37494344.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,0.652326436984408
37496972.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male,-1.041386057053714
37525252.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.6808641251414131
37556088.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,-0.42239013704961215
3770682.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0.6410199803233075
37739127.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0.11824680803970532
3774701.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female,-0.4057139111567921
3775009.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female,-1.1255627168193805
37761554.jpg,40-50s,Caucasian,unmasked,mid-light,Anger,Male,1.1417118142921698
3776915.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.5726003688016075
3777014.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,-0.20478799536039782
3777186.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1.0368150548144603
37803633.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0.43064279465007244
