file_name,age,race,masked,skintone,emotion,gender,fold
72317102.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
image_1837.jpg,40-50s,Caucasian,unmasked,light,Disgust,Female,0
57127078.jpg,Teenager,Caucasian,unmasked,mid-light,Happiness,Female,4
image_8657.jpg,Baby,Caucasian,unmasked,light,Neutral,Female,3
95004021.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,1
60199618.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
3928312.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
image_3607.jpg,40-50s,Caucasian,unmasked,mid-light,Happiness,Male,1
78355245.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,4
62333246.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Male,3
77001048.jpg,Kid,Mongoloid,unmasked,light,Neutral,Male,0
49530333.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,2
88574788.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1
45554504.jpg,Teenager,Caucasian,unmasked,mid-light,Happiness,Male,2
image_1820.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
101835746_5.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
59038620.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,0
44836261.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0
82487895.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
89665511.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
54795800.jpg,20-30s,Caucasian,unmasked,light,Anger,Female,3
78468789.jpg,Senior,Caucasian,unmasked,light,Neutral,Male,4
image_5343.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,1
image_9321.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
8978312.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
62936216.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
68841112.jpg,40-50s,Mongoloid,masked,mid-light,Neutral,Female,3
60060757.jpg,40-50s,Caucasian,unmasked,mid-light,Anger,Male,3
3335606.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
89842814.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male,2
78468419.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,1
39725656.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
image_4906.jpg,Teenager,Caucasian,unmasked,light,Happiness,Female,4
77887643.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,3
68290668.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,2
81579562.jpg,20-30s,Caucasian,unmasked,mid-light,Anger,Male,0
64059342.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
85166583.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,2
20201295.jpg,Kid,Mongoloid,unmasked,mid-light,Neutral,Female,3
image_263.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,1
image_4780.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,0
81629001.jpg,20-30s,Caucasian,masked,light,Neutral,Female,4
image_769.jpg,Kid,Mongoloid,unmasked,light,Happiness,Female,0
3191991.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1
image_4050.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
image_8254.jpg,Kid,Caucasian,unmasked,light,Sadness,Female,4
71497199.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,2
65047617.jpg,20-30s,Caucasian,unmasked,dark,Anger,Male,2
image_1039.jpg,40-50s,Caucasian,unmasked,light,Neutral,Female,1
55934110.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,0
85110016.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Male,4
9991886.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
54436153.jpg,20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female,1
80900004.jpg,20-30s,Mongoloid,masked,light,Neutral,Male,4
69241234.jpg,40-50s,Negroid,unmasked,dark,Neutral,Male,2
54073038.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0
61267083.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,3
65220467.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
82333604.jpg,20-30s,Caucasian,masked,light,Neutral,Female,1
60543398.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,2
84249241.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,3
87535381.jpg,40-50s,Caucasian,unmasked,mid-dark,Happiness,Female,0
64867383.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,1
image_5403.jpg,Kid,Mongoloid,unmasked,light,Happiness,Female,2
73415196.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,3
98168858.jpg,Senior,Caucasian,unmasked,light,Neutral,Male,4
65015483.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,0
36153757.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,4
81609807.jpg,20-30s,Caucasian,unmasked,mid-dark,Neutral,Male,2
3461870.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
9344659.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
52993630.jpg,Teenager,Caucasian,unmasked,light,Happiness,Female,3
73533683.jpg,Kid,Caucasian,unmasked,mid-light,Happiness,Female,2
48257952.jpg,20-30s,Caucasian,unmasked,mid-dark,Neutral,Female,1
93642891.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
image_2656.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,0
62672788.jpg,40-50s,Caucasian,unmasked,light,Happiness,Female,3
36220021.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
2770322.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
image_5956.jpg,40-50s,Caucasian,unmasked,mid-light,Happiness,Male,2
75598652.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,1
12049879.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,3
image_3722.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,3
61835574.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
19162617.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,0
image_3061.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
61218525.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
60951155.jpg,40-50s,Negroid,unmasked,dark,Neutral,Female,0
41506651.jpg,Kid,Caucasian,unmasked,mid-light,Happiness,Female,1
90905818.jpg,Kid,Mongoloid,masked,light,Neutral,Female,4
57579489.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
image_4794.jpg,Teenager,Caucasian,unmasked,light,Happiness,Male,2
37846614.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Male,4
50370333.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,1
79333249_3.jpg,Kid,Negroid,unmasked,dark,Neutral,Female,3
88019045.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
69984822.jpg,20-30s,Caucasian,unmasked,mid-light,Fear,Female,0
83440650.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0
2321124.jpg,20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female,1
39137662.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Female,3
44250404_10.jpg,Kid,Caucasian,unmasked,light,Surprise,Female,2
76266841.jpg,20-30s,Negroid,unmasked,dark,Neutral,Male,4
94183245.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,2
89540331.jpg,20-30s,Negroid,masked,dark,Neutral,Female,0
23908516.jpg,40-50s,Mongoloid,unmasked,light,Anger,Male,4
74371270.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,1
9991885.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
69400071.jpg,20-30s,Caucasian,unmasked,light,Surprise,Female,3
95278898.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0
81071728.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,2
13234959.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Male,4
85994371.jpg,Teenager,Caucasian,unmasked,light,Neutral,Female,1
image_921.jpg,Kid,Mongoloid,unmasked,light,Neutral,Female,3
53112995.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,4
54286424.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,1
64857146.jpg,40-50s,Mongoloid,masked,mid-light,Sadness,Female,2
83725921.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
13931786.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,3
59487016.jpg,40-50s,Caucasian,unmasked,light,Happiness,Female,4
47318503.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Female,1
image_7117.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,2
image_5764.jpg,40-50s,Caucasian,unmasked,light,Happiness,Male,0
42153404.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,1
86692903_4.jpg,Kid,Caucasian,unmasked,mid-light,Anger,Female,2
78841225_3.jpg,20-30s,Caucasian,unmasked,light,Surprise,Female,3
99143426.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0
43796704.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
50518953.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,3
38809731.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
39152339.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0
image_3705.jpg,Baby,Caucasian,unmasked,light,Happiness,Female,1
image_2937.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,4
98035650.jpg,20-30s,Caucasian,unmasked,light,Surprise,Female,0
55017488.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
image_4186.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,2
78627033.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,3
70897848.jpg,Teenager,Mongoloid,unmasked,mid-light,Happiness,Female,4
71564282.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0
82546565.jpg,20-30s,Negroid,masked,light,Neutral,Female,2
63068091.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
6787067.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
47480175.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,1
76246426.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,4
79586016.jpg,20-30s,Negroid,unmasked,mid-dark,Surprise,Female,3
56882045.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,2
72691882.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,1
55456162.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,0
69399703.jpg,40-50s,Caucasian,unmasked,mid-light,Happiness,Male,4
23534161.jpg,Senior,Mongoloid,unmasked,light,Happiness,Male,3
60581854.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,2
42917095.jpg,Teenager,Mongoloid,unmasked,light,Neutral,Female,0
60040101.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,1
83579199.jpg,Kid,Caucasian,unmasked,light,Disgust,Male,1
71229029.jpg,Kid,Caucasian,unmasked,light,Happiness,Male,3
106074618_2.jpg,40-50s,Caucasian,unmasked,light,Happiness,Female,4
74857005.jpg,Teenager,Caucasian,unmasked,light,Happiness,Female,2
88081127.jpg,Baby,Caucasian,unmasked,light,Neutral,Female,0
10797182.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
83673834.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0
76518605_3.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Female,1
94989340.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,4
73523376.jpg,20-30s,Caucasian,masked,light,Neutral,Female,3
image_1623.jpg,40-50s,Caucasian,unmasked,mid-light,Neutral,Male,0
image_10397.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
53158803.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,1
66008120.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,4
82361510.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
83960121.jpg,20-30s,Caucasian,unmasked,mid-light,Anger,Female,4
80556855.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
75584612.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,1
75567944.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
78841225_5.jpg,20-30s,Caucasian,unmasked,light,Fear,Female,3
7518099.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
79150363.jpg,Senior,Caucasian,unmasked,mid-dark,Neutral,Male,4
73923020.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
87999199.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,3
60007326.jpg,Baby,Mongoloid,unmasked,light,Surprise,Female,2
image_860.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
1058244.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,1
image_8319.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,0
62258317.jpg,40-50s,Caucasian,unmasked,light,Happiness,Female,4
5916477.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
54670273.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Male,1
19155903.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,2
image_2349.jpg,Baby,Caucasian,unmasked,light,Happiness,Male,3
13032149.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,0
66478808.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
79392802.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0
56335116.jpg,Kid,Caucasian,unmasked,mid-light,Happiness,Female,3
76984337.jpg,20-30s,Caucasian,unmasked,light,Anger,Male,1
43291268.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
9162662.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
62570150.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,2
11911033.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,0
102721895.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,3
5127352.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
71381534.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,1
34061068.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
image_7989.jpg,Senior,Caucasian,unmasked,light,Neutral,Male,2
68587264.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0
68557957.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
78708641.jpg,Senior,Caucasian,unmasked,light,Happiness,Female,4
82910687.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
61177186.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
11757624.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,1
49051778.jpg,40-50s,Caucasian,unmasked,light,Happiness,Male,3
image_6230.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0
54671509.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0
5234067.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,3
30106525.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,4
54730108.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
82710950.jpg,Baby,Mongoloid,unmasked,light,Surprise,Female,1
79651921.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
77330323.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,1
72940004.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,4
36171309.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,0
66936567.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,2
71517282.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
83504218.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
image_9289.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,3
50746813.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
image_7943.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,0
96006246.jpg,20-30s,Negroid,unmasked,dark,Happiness,Male,1
61209755.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
79744373.jpg,40-50s,Caucasian,unmasked,light,Happiness,Female,2
48986356.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,3
63925985.jpg,Teenager,Caucasian,unmasked,mid-light,Neutral,Female,0
39810196.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
43499289.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
64717484.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
image_4729.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,4
69341689.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,3
57588847.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
68081695.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,2
86033739.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
21870245.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,1
38959534.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,3
image_7307.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,1
13922428.jpg,20-30s,Mongoloid,masked,light,Sadness,Female,0
969815.jpg,20-30s,Mongoloid,masked,light,Neutral,Female,3
41277298.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
image_8345.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,4
63567275.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0
image_3915.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,4
image_6877.jpg,Senior,Caucasian,unmasked,mid-light,Happiness,Male,3
83375737.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,2
image_1851.jpg,40-50s,Caucasian,unmasked,mid-light,Happiness,Female,1
image_215.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,1
2089444.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,2
86066571.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
40832043.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,3
55010803.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
61986049.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,0
60599455.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,4
47730809.jpg,40-50s,Negroid,unmasked,dark,Neutral,Male,1
84726205.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,2
47739354.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
63167495.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,3
70128448.jpg,Baby,Caucasian,unmasked,light,Happiness,Male,1
59245735.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0
83575721.jpg,Kid,Caucasian,unmasked,mid-light,Neutral,Male,2
1677134.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,4
8361960.jpg,20-30s,Mongoloid,unmasked,light,Disgust,Female,3
45562381.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
2877247.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,2
72083751.jpg,20-30s,Mongoloid,masked,light,Happiness,Female,0
76211148.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
70325724.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female,1
73571442.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,3
74388187.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
44250404_16.jpg,Kid,Caucasian,unmasked,light,Neutral,Female,4
4017113.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,2
5148325.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
67266188.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,4
83985739.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,0
63043194.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Female,3
84017247.jpg,Baby,Mongoloid,unmasked,mid-light,Surprise,Male,2
81719490.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
40080425.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0
87489089.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,1
86136882.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Male,2
68682714.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
3076342.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
1974199.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,1
16136979.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
39801658.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
image_1067.jpg,20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female,3
75330649.jpg,20-30s,Caucasian,unmasked,mid-light,Fear,Female,3
50552872.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
1193595.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,4
image_8506.jpg,40-50s,Caucasian,unmasked,light,Happiness,Male,1
83411311.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0
84179025.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,4
96570370.jpg,Senior,Caucasian,unmasked,mid-light,Happiness,Female,1
27432615.jpg,20-30s,Mongoloid,unmasked,light,Sadness,Female,2
84422434.jpg,Senior,Negroid,masked,mid-dark,Happiness,Male,3
image_2076.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,0
7147068.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
56960853.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,0
image_4622.jpg,Senior,Caucasian,unmasked,mid-light,Happiness,Male,1
6470444.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,4
81534171.jpg,Baby,Caucasian,unmasked,light,Happiness,Female,3
11559793.jpg,Senior,Mongoloid,unmasked,light,Happiness,Male,1
14028444.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,3
47789913.jpg,20-30s,Negroid,unmasked,dark,Neutral,Male,0
72062753.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
88631139.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,4
67876516.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
image_6657.jpg,Teenager,Caucasian,unmasked,light,Happiness,Male,1
55485644.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,4
62363018.jpg,40-50s,Caucasian,unmasked,light,Neutral,Female,2
55393214.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,0
89189232.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
67160855.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,2
68315304.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
48994036.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,4
82211502.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
49821594.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
46860338.jpg,40-50s,Mongoloid,unmasked,mid-light,Neutral,Male,2
80657335.jpg,20-30s,Caucasian,unmasked,light,Surprise,Male,0
45435323.jpg,Kid,Caucasian,unmasked,light,Disgust,Male,3
59629495.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1
74017827.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
76114869_2.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,0
73399573.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
image_7334.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,1
61918871.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
image_7471.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,0
65342928.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,3
5675929.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
62324515.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,2
94740942.jpg,20-30s,Negroid,unmasked,dark,Neutral,Male,1
62453147.jpg,Senior,Caucasian,unmasked,mid-light,Happiness,Female,4
42969668.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
49447904.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,2
76792402.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
4310806.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,1
29233242.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
50072001.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
50661709.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,0
74978915.jpg,20-30s,Mongoloid,unmasked,mid-light,Surprise,Male,3
81728509.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Male,1
image_4366.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
61278587.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,0
46907167.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
49296419.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,1
18521863.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
62611604.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
44920169.jpg,40-50s,Caucasian,unmasked,light,Happiness,Female,3
80491148.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
image_2957.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,1
7262302.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
54162896.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
1545237.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,4
56967939.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,1
image_2504.jpg,Teenager,Mongoloid,unmasked,mid-dark,Happiness,Female,2
61551954.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,0
9336763.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
52676036.jpg,20-30s,Caucasian,unmasked,light,Anger,Female,2
87803088.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,0
87477244.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
image_4123.jpg,20-30s,Negroid,unmasked,light,Happiness,Female,3
61288666.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
834677.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
76695650.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,4
87769173.jpg,Baby,Caucasian,unmasked,light,Happiness,Female,2
73257744.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,3
67849040.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,3
5563392.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,0
63193156.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,4
82973335.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
64246371.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,2
84062463.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
8046866.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,0
57717538.jpg,20-30s,Negroid,unmasked,mid-light,Neutral,Female,4
73199624.jpg,20-30s,Mongoloid,masked,light,Neutral,Female,3
